47,1,0,1,1,1,sea
48,1,0,1,1,1,sea
49,1,0,1,1,1,TAZ
50,1,0,1,1,1,TAZ
51,1,0,1,1,1,TAZ
52,1,0,1,1,1,sea
53,1,0,1,1,1,sea
54,1,0,1,1,1,sea
55,1,0,1,1,1,sea
56,1,0,1,1,1,sea
57,1,0,1,1,1,sea
58,1,0,1,1,1,sea
59,1,0,1,1,1,sea
60,1,0,1,1,1,sea
61,1,0,1,1,1,sea
62,1,0,1,1,1,sea
63,1,0,1,1,1,sea
0,0,1,1,1,1,sea
1,0,1,1,1,1,sea
2,0,1,1,1,1,sea
3,0,1,1,1,1,sea
4,0,1,1,1,1,sea
5,0,1,1,1,1,sea
6,0,1,1,1,1,sea
7,0,1,1,1,1,sea
8,0,1,1,1,1,sea
9,0,1,1,1,1,sea
10,0,1,1,1,1,sea
11,0,1,1,1,1,sea
12,0,1,1,1,1,sea
13,0,1,1,1,1,sea
14,0,1,1,1,1,sea
15,0,1,1,1,1,sea
16,0,1,1,1,1,sea
17,0,1,1,1,1,sea
18,0,1,1,1,1,sea
19,0,1,1,1,1,sea
20,0,1,1,1,1,sea
21,0,1,1,1,1,sea
22,0,1,1,1,1,sea
23,0,1,1,1,1,sea
24,0,1,1,1,1,sea
25,0,1,1,1,1,sea
26,0,1,1,1,1,sea
27,0,1,1,1,1,sea
28,0,1,1,1,1,sea
29,0,1,1,1,1,sea
30,0,1,1,1,1,sea
31,0,1,1,1,1,sea
32,0,1,1,1,1,sea
33,0,1,1,1,1,sea
34,0,1,1,1,1,sea
35,0,1,1,1,1,sea
36,0,1,1,1,1,sea
37,0,1,1,1,1,sea
38,0,1,1,1,1,sea
39,0,1,1,1,1,sea
40,0,1,1,1,1,sea
41,0,1,1,1,1,sea
42,0,1,1,1,1,sea
43,0,1,1,1,1,sea
44,0,1,1,1,1,sea
45,0,1,1,1,1,sea
46,0,1,1,1,1,sea
47,0,1,1,1,1,sea
48,0,1,1,1,1,sea
49,0,1,1,1,1,TAZ
50,0,1,1,1,1,TAZ
51,0,1,1,1,1,TAZ
52,0,1,1,1,1,TAZ
53,0,1,1,1,1,sea
54,0,1,1,1,1,sea
55,0,1,1,1,1,sea
56,0,1,1,1,1,sea
57,0,1,1,1,1,sea
58,0,1,1,1,1,sea
59,0,1,1,1,1,sea
60,0,1,1,1,1,sea
61,0,1,1,1,1,sea
62,0,1,1,1,1,sea
63,0,1,1,1,1,sea
0,1,1,1,1,1,TAZ
1,1,1,1,1,1,sea
2,1,1,1,1,1,sea
3,1,1,1,1,1,sea
4,1,1,1,1,1,sea
5,1,1,1,1,1,sea
6,1,1,1,1,1,sea
7,1,1,1,1,1,sea
8,1,1,1,1,1,sea
9,1,1,1,1,1,sea
10,1,1,1,1,1,sea
11,1,1,1,1,1,sea
12,1,1,1,1,1,sea
13,1,1,1,1,1,sea
14,1,1,1,1,1,sea
15,1,1,1,1,1,sea
16,1,1,1,1,1,sea
17,1,1,1,1,1,sea
18,1,1,1,1,1,sea
19,1,1,1,1,1,sea
20,1,1,1,1,1,sea
21,1,1,1,1,1,sea
22,1,1,1,1,1,sea
23,1,1,1,1,1,sea
24,1,1,1,1,1,sea
25,1,1,1,1,1,sea
26,1,1,1,1,1,sea
27,1,1,1,1,1,sea
28,1,1,1,1,1,sea
29,1,1,1,1,1,sea
30,1,1,1,1,1,sea
31,1,1,1,1,1,sea
32,1,1,1,1,1,sea
33,1,1,1,1,1,sea
34,1,1,1,1,1,sea
35,1,1,1,1,1,sea
36,1,1,1,1,1,sea
37,1,1,1,1,1,sea
38,1,1,1,1,1,sea
39,1,1,1,1,1,sea
40,1,1,1,1,1,sea
41,1,1,1,1,1,sea
42,1,1,1,1,1,sea
43,1,1,1,1,1,sea
44,1,1,1,1,1,sea
45,1,1,1,1,1,sea
46,1,1,1,1,1,sea
47,1,1,1,1,1,sea
48,1,1,1,1,1,TAZ
49,1,1,1,1,1,TAZ
50,1,1,1,1,1,TAZ
51,1,1,1,1,1,TAZ
52,1,1,1,1,1,TAZ
53,1,1,1,1,1,sea
54,1,1,1,1,1,sea
55,1,1,1,1,1,sea
56,1,1,1,1,1,sea
57,1,1,1,1,1,sea
58,1,1,1,1,1,sea
59,1,1,1,1,1,sea
60,1,1,1,1,1,sea
61,1,1,1,1,1,sea
62,1,1,1,1,1,sea
63,1,1,1,1,1,TAZ
